,Nom du commerce,﻿Catégorie,Adresse,Numéro,Code postal,Localité,Site internet,Géo Point,lun_mat_ouv,lun_mat_ferm,lun_soir_ouv,lun_soir_ferm,mar_mat_ouv,mar_soir_ferm,mer_mat_ouv,mer_mat_ferm,mer_soir_ouv,mer_soir_ferm,jeu_mat_ouv,jeu_mat_ferm,ven_mat_ouv,ven_mat_ferm,ven_soir_ouv,ven_soir_ferm,sam_mat_ouv,sam_mat_ferm,sam_soir_ouv,sam_soir_ferm,dim_mat_ouv,dim_mat_ferm,dim_soir_ferm
719,Eco Lodge - Mr Mestdagh Vincent,Construction maisons écologiques,Rue du Curé,25A,4280,Moxhe,,"50.631402106,5.076315499",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
720,Flash copy,Copy Services,Place Lucien Gustin,3a,4280,Hannut,,"50.67348003,5.078218706",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
721,Kedam (Cord Min Service  + serrure dépannage),Cordonnerie,Rue de Hesbaye,1,4280,Hannut,,"50.67897509,5.079284298",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
722,De Saint Hubert Nathalie,Crèches - Garderies d'enfants,Rue de la Chapelle,7,4280,Merdorp,,"50.659335699,4.999729585",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
723,Calidéco,Décorateur - Intérieur et/ou Extérieure,Rue Jean-Pascal Dochen,9,4280,Avernas-le-Bauduin,,"50.695882212,5.078429801",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
724,Delchambre & Fils,Déménagement,Rue du Curé,2,4280,Moxhe,,"50.631402106,5.076315499",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
725,Cabinet Dentaire Gemoets,Dentiste,Route de Landen,63,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
726,Gustin F.,Dentiste,Rue Joseph wauters,13,4280,Hannut,,"50.671440816,5.088310975",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
727,Cabinet dentaire Op de Beeck Marc - Stordeur Sonia,Dentiste,Rue Louis Snyers,14 bte A,4280,Hannut,,"50.669648492,5.084784683",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
728,Les Compagnons dépanneurs (asbl),Dépannage des personnes précarisées,Place Henri Hallet,1,4280,Hannut,,"50.671569391,5.078932884",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
729,Dr Singelyn P,Docteur en médecine,Rue des Fontaines,8,4280,Grand-Hallet,,"50.695814133,5.039549296",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
730,Dr Camelbeeck P.,Docteur en médecine,Rue René Detiste,20,4280,Grand-Hallet,,"50.694663212,5.035431244",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
731,Dr Seny E.,Docteur en médecine,Route de Landen,62,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
732,Dr Appeltants Pierre,Docteur en médecine,Route de Tirlemont,63,4280,Hannut,,"50.677510762,5.071320872",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
733,Dr Degroot Jean,Docteur en médecine,Rue Louis Snyers,12,4280,Hannut,,"50.669648492,5.084784683",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
734,AGC-Energypane,Doubles vitrage,Rue de Houtain,32,4280,Grand-Hallet,,"50.698816905,5.043729605",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
735,Vibrelec,Electricité,Rue des Mayeurs,30,4280,Poucet,,"50.677924071,5.112031789",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
736,Davelec,Electricité,Rue de Blehen,7,4280,Villers-le-Peuplier,,"50.66159001,5.10656295",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
737,Ets Laruelle Philippe,Electricité (vente de matériel),Rue du grand Marais,5,4280,Lens-Saint-Remy,,"50.659141411,5.129185458",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
738,Eldi SA Electro,Electroménagers - Appareil - dét.,Rue de Huy,54,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
739,Forem,Emploi,Place des Déportés et Réfractaires,1,4280,Hannut,,"50.668115046,5.085900088",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
740,Ecole des Femmes Prévoyantes Socialistes,Enseignement - Adultes,Rue de l'Eglise,10,4280,Hannut,,"50.671345054,5.078180062",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
741,Athénée Royal de Hannut,Enseignement Primaire/Secondaire,Route de Tirlemont,22,4280,Hannut,,"50.677510762,5.071320872",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
742,Bonfond Energy,Entrepreneurs en bâtiments et/ou rénovations,Rue de Lens-Saint-Servais,15,4280,Abolens,,"50.671412722,5.149892253",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
743,Cédric le Bâtisseur,Entrepreneurs en bâtiments et/ou rénovations,Rue Désiré Streel,8a,4280,Cras-Avernas,,"50.693717017,5.136945772",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
744,Entreprise Gonzalez Vega Christophe,Entrepreneurs en bâtiments et/ou rénovations,Rue Joseph wauters,58,4280,Hannut,,"50.671440816,5.088310975",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
745,Royer P.,Epicerie,rue François Garot,2,4280,Grand-Hallet,,"50.694859682,5.032649044",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
746,Marcel CBD shop,Epicerie spécialisée CBD,Rua Albert 1er,74 C,4280,Hannut,,"50.697680009,5.123049982",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
747,Anthos,Fleuriste - Plantes,Rue Albert 1er,78,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
748,Le Hêtre pourpre,Fleuriste - Plantes,Rue de Huy,19,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
749,Art Osé,Fleuriste - Plantes,Rue des Salmons,20,4280,Lens-Saint-Remy,,"50.653166018,5.12754336",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
750,Andy Car,Garage automobile,Route de Namur,153,4280,Avin,,"50.625325071,5.083186181",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
751,Ford (Steveny),Garage automobile,Route de Landen,120,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
752,Garage 44 sprl,Garage automobile,rue de la sucrerie,44,4280,Trognée,,"50.6830035,5.121581992",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
753,BMW (Bortolin),Garage automobile,Route de Landen,166,4280,Avernas-le-Bauduin,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
754,JNKB,Gestion & organisation de sociétés,Rue d'Orp,13,4280,Grand-Hallet,,"50.693510994,5.045274094",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
755,Intrade services SPRL,Gestion & organisation de sociétés,Rue Neuve,28,4280,Poucet,,"50.676579391,5.110205663",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
756,Le Chantilly (Mr Gillon B.),Glacier,Rue Albert 1er,60,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
757,PIX'elle créations graphiques (Julie Berger),Graphiste,Rue des Caiades,2A,4280,Petit-Hallet,,"50.688373137,5.010391219",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
758,P Louviaux,Habitation saine,Rue de la Croix,5,4280,Lens-Saint-Remy,,"50.656155105,5.126290782",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
759,Bernard Rixhon,Huissier,Avenue Paul Brien,25 A,4280,Hannut,,"50.675091008,5.065180745",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
760,Imprimerie Daxhelet,Imprimerie,Rue du Mohéry,44,4280,Avin,,"50.624526449,5.071485531",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
761,Sale Jean-Pierre,Informatique - Consultant,Rue Dieu le Garde,5,4280,Villers-le-Peuplier,,"50.65250818,5.087619573",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
762,Centre Zénobe Gramme,Informatique (reconditionnement),Route de Tirlemont,110,4280,Hannut,,"50.677510762,5.071320872",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
763,PCDF (Douette Frédéric),Informatique (Réparation et vente de matériel),Rue de Houtain,33,4280,Grand-Hallet,,"50.698816905,5.043729605",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
764,Osiris Informatique,Informatique (réparation),Rue du Luxembourg,6A,4280,Hannut,,"50.676275139,5.087422649",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
765,Nomad.Clim sprl,Ingénierie - Conseils Techniques,Chemin des Dames,32,4280,Hannut,,"50.666636608,5.078044956",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
766,Amandine,Institut de beauté et /ou bien-être,Rue Zénobe Gramme,16,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
767,Virginie,Institut de beauté et/ou bien-être,Rue Tige Jacquette,8/b,4280,Avin,,"50.619450001,5.078056125",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
768,Elle & Lui Esthétique,Institut de beauté et/ou bien-être,Rue Albert 1er,53,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
769,Espace de beauté Renilde,Institut de beauté et/ou bien-être,Rue du Straux,10,4280,Merdorp,,"50.652523763,4.998798569",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
770,Collectif logement,Institution sociale,Rue Zenobe Gramme,42,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
771,Le Vincennes,Jeux - Automatiques,Rue de Huy,1,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
772,Autre-Chose,Jeux & Jouets,Rue Albert 1er,40,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
773,Jadoul A-D,Kinésithérapeute,Route de Landen,17,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
774,Hella L,Kinésithérapeute,Rue Joseph Bully,19,4280,Lens-Saint-Remy,,"50.655752011,5.137327589",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
775,Lebrun Julie (à domicile),Kinésithérapeute,Rue du Mignawez,4,4280,Thisnes,,"50.663014481,5.050343779",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
776,Laboratoire Réunis,Laboratoire,Route de Tirlemont,3,4280,Hannut,,"50.677510762,5.071320872",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
777,Nobels-Clean (Laveur de vitres),Laveur de vitre,Rue Joseph wauters,42,4280,Hannut,,"50.671440816,5.088310975",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
778,Splendid,Lavoir - Nettoyage à sec,Rue Albert 1er,101,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
779,Sauvenier,Lingerie & Sous-vêtements (magasin de),Rue de l'Eglise,4,4280,Hannut,,"50.671345054,5.078180062",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
780,Fraipont S,Logopède,Rue de la Pâques,5,4280,Blehen,,"50.660697415,5.11822661",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
781,Renson J.,Logopède,Rue Lieutenant Général Pire,1,4280,Hannut,,"50.673385457,5.081824215",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
782,Ets Houssa (Vigneron),Machines & outils agricoles,Rue de la Victoire,10,4280,Thisnes,,"50.667134368,5.050771497",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
783,"Résidence ""Les Loriers""",Maison de repos,Rue d'Avernas,20,4280,Hannut,,"50.67564209,5.078402093",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
784,Résidence La Tonnelle,Maison de Repos,Route de Landen,107,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
785,H.A.S.M.B. sa Holding financier,Management,Avenue Paul Brien,50,4280,Hannut,,"50.675091008,5.065180745",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
786,Centre Quantique,Massages et/ou thérapeutiques,Rue Emile Röder,2/F,4280,Lens-Saint-Remy,,"50.654287949,5.129094314",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
787,Cabinet Dr Rosoux + Médecine du sport,Médecine sportive,Rempart Saint Christophe,14,4280,Hannut,,"50.672775049,5.074210058",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
788,Chassis Lemmens,Menuiserie - Châssis - Ebénisterie,Rue des Artisans,12,4280,Hannut,,"50.678394396,5.089498135",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
789,Courbois JF,Menuiserie - Châssis - Ebénisterie,Rue de Lens-St-Servais,26bD,4280,Lens-Saint-Remy,,"50.671412722,5.149892253",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
790,Davreux Benoît,Moulures,Rue de la Sucrerie,33,4280,Trognée,,"50.6830035,5.121581992",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
791,Mutualité Libra,Mutualité,Rue de l'Aîte,2,4280,Hannut,,"50.671415043,5.077180059",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
792,Hesbaye Express Airport,Navettes Aéroports,Rue de l'Enfer,3,4280,Thisnes,,"50.662415593,5.04198484",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
793,Pearl Opticien,Opticien,Rue Zenobe Gramme,26,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
794,Art & graphe,Papeterie,Rue Albert 1er,12,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
795,Ancion Jean-Noël,Parcs & jardins (Entretien et aménagement),Rue de la Tombe,6,4280,Avernas-le-Bauduin,,"50.701600637,5.069092945",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
796,Pépinière des Sept Fontaines,Parcs & Jardins (Entretien et aménagement),Route de Tirlemont,165,4280,Hannut,,"50.677510762,5.071320872",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
797,"Comme un poisson dans l'Eau ( V. Pirnay, pédicure médicale))",Pédicure,Rue Albert 1er,92,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
798,Connolly V.,Pédicure,Rue de la Râperie,20,4280,Lens-Saint-Remy,,"50.644929009,5.122854405",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
799,Delathuy V,Peinture (entrepreneur de ),Rue du Curé,36,4280,Moxhe,,"50.631402106,5.076315499",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
800,Pirard Philippe Déco,Peinture (entrepreneur de),Place Henri Hallet,14,4280,Hannut,,"50.671569391,5.078932884",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
801,Pharmacie du Mohery,Pharmacie,Rue du Mohery,40,4280,Avin,,"50.624526449,5.071485531",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
802,Pharmacie du Peuple,Pharmacie,Rue Zenobe Gramme,2,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
803,AG pneu,Pneus (vente et installation),Rue de Huy,63,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
804,Modéco Energie,Poêles à bois et pellets,Rue de Huy,102B,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
805,S.A. Robert-Tourneur,Poêles à bois et pellets,Rue de Huy,104 A,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
806,Delvaux Alain,Prothésiste Dentaire,Rue du Centre,13,4280,Blehen,,"50.662999417,5.121546234",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
807,Leblanc P,Psychologue,Rue de Corthys,13,4280,Cras-Avernas,,"50.697391556,5.13088226",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
808,"Centre ""Respire""",Psychologue,Rue Albert Ier,23,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
